sentimen,tweet,tweet_clean
netral,"Kalau Terpilih, Prabowo-Sandi Tidak akan Pernah Ambil Gaji  https://www.idntimes.com/news/indonesia/santi-dewi/kalau-terpilih-presiden-prabowo-sandiaga-tidak-ambil-gajiÂ â€¦ via @idntimes",pilih prabowo sandi tidak ambil gaji via @idntimes
positif,Apa bisa dengar lae poltak kan kupingnya sudah di potong. Uups janji palsu   Debat semalam membuktikan yang cerdas dan ikhlas untuk negara ini siapa.   Prabowo Sandi kalau terpilih gajinya buat Rakyat.,dengar lae poltak kuping potong uups janji palsu debat malam bukti cerdas ikhlas negara prabowo sandi pilih gaji rakyat
negatif,"Kenaikan gaji kalian dirapel besok, cuma naik 5% itupun hanya sekali selama 4,5 tahun Rezim Dungu berkuasa, sementara akumulasi inflasi selama 4,5 tahun itu 13 %, jadi kenaikan gaji kalian masih tekor 13%-4,5%=8,5%... demikian info dari Jeng Sri ðŸ˜‚",naik gaji rapel besok itu sekali rezim dungu kuasa akumulasi inflasi naik gaji tekor info jeng sri
positif,Ahaha dikuliahin pakde ekonomi makro....,ahaha dikuliahin pakde ekonomi makro
positif,Sdh seharusnya.. Kok malah duluan aku ya memutuskan memilih jokowi dgn seorang yg tahu banyak tentang ekonomi  Indonesia??,sdh duluan ya putus pilih jokowi ekonomi indonesia
negatif,Im just gonna express my confussion. Sige. Why is jokowi kekeuh that Prabowo and Sandi gak ngerti macro micro economy when Sandi udh berkecimpung di dunia ekonomi all his life? *masih bingung banget*,im just gonna express my confussion sige why is jokowi kekeuh that prabowo and sandi nggak ngerti macro micro economy when sandi udh kecimpung dunia ekonomi all his life bingung banget
netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji  https://www.balinetizen.com/2019/04/14/3426/Â â€¦ via @Bali Netizen",menang pilpres prabowo sandi janji tidak ambil gaji via @bali netizen
netral,VIDEO: Jokowi Sebut Nilai Ekonomi Gamers Capai Belasan Triliun #01IndonesiaMaju #KerjaNyataJokowi https://m.liputan6.com/news/read/3941193/video-jokowi-sebut-nilai-ekonomi-gamers-capai-belasan-triliunÂ â€¦,video jokowi nilai ekonomi gamers capai bas triliun #01indonesiamaju #kerjanyatajokowi
netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji:  http://metrobali.com/325164-2/Â  via @metrobali",menang pilpres prabowo sandi janji tidak ambil gaji via @metrobali
netral,"BUMN kuat sebagai benteng ekonomi , tusuk prabowo sandi",bumn kuat benteng ekonomi tusuk prabowo sandi
netral,"Hal yg sama digunakan senjata pendukung Paslon 02 menyerang Nawacita Presiden Jokowi. Framing beliau ingkar janji, mengabaikan obyektivitas beratnya tekanan ekonomi dunia yg tdk kondusif.",senjata dukung paslon serang nawacita presiden jokowi framing beliau ingkar janji abai obyektivitas berat tekan ekonomi dunia tidak kondusif
negatif,"Aneh sekelas fadlin zon kaya Emak "" yg ga  ada gawean ..Mulut nya leeemeess.. Mendukung pilihan boleh aza tapi gak segitunya juga kali jadi apa"" di comen, wakil rakyat nya aja gak bisa mencontohkan kepada rakyat untuk bisa menghargai pemimpin negara nya... ðŸ˜",aneh kelas fadlin zon kaya emak nggak gawean mulut leeemeess dukung pilih aza nggak segitunya kali comen wakil rakyat nggak contoh rakyat harga pimpin negara
netral,"Pak @prabowo @sandiuno, boleh ya pak, nanti sebagian gaji bapak didonasikan ke saya buat nerusin sekolah lagiðŸ˜„",@prabowo @sandiuno ya gaji donasi nerusin sekolah
netral,"Yang jadi pokok penting dari pertanyaan pak jokowi itu industri ekonomi digital, e-sport seperti mobile legend hanya contoh dalam industri ekonomi digital.",pokok jokowi industri ekonomi digital e sport mobile legend contoh industri ekonomi digital
positif,"Kreatip nian petani kita.  Buat Bpk @Prabowo @Sandi jangan cuma turunkan harga sembako, Tapi tingkatkan pendapatan petani sbg produsen. Saya yakin Bpk punya rumusnya. Kami petani siap memdukung swasembada pangan.",kreatip nian tani bpk @prabowo @sandi turun harga sembako tingkat dapat tani sbg produsen bpk rumus tani memdukung swasembada pangan
netral,Pernyataan capres @prabowo bhwa kesalahan ekonomi di Indonesia saat ini terjadi bukan semata karena kesalahan calon presiden petahana Jokowi tp kesalahan Presiden2 sebelumnya membuat banyak orang terkejut krn seolah2 #PrabowoSalahkanSBY juga ðŸ¤”ðŸ™„ pic.twitter.com/Y3pxbOeglp,nyata capres @prabowo bhwa salah ekonomi indonesia bukan salah calon presiden tahana jokowi salah presiden2 orang kejut seolah2 #prabowosalahkansby pic twitter com y3pxboeglp
negatif,"Wah bisa dimasalahin sama kampret neh, tp nggak tau juga neh wkwkwkwk  Prabowo Ingin Pertumbuhan Ekonomi 2 Digit, Fadli Zon: Itu Sulit, tapi..  https://bisnis.tempo.co/read/1195473/prabowo-ingin-pertumbuhan-ekonomi-2-digit-fadli-zon-itu-sulit-tapi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",dimasalahin kampret neh nggak tau neh wkwkwkwk prabowo tumbuh ekonomi digit fadli zon sulit
netral,"Setelah Prabowo terpilih menjadi Presiden, lakukan audit menyeluruh kepada @twitterID atas seluruh kewajibannya kepada Indonesia, termasuk seluruh kewajiban Perpajakannya.",prabowo pilih presiden laku audit @twitterid wajib indonesia wajib paja
negatif,"Semalam tiap jae omong ttg ekonomi prabowo sandi cuma senyum simpul,itu tandanya apa om.",malam jae omong ttg ekonomi prabowo sandi senyum simpul tanda om
positif,Pertama dlm sejarah Indonesia presiden dan wakil presiden tidak ambil gaji malah diserahkan pd negara. Dan mungkin ini yg pertama di dunia yg keduanya tidak ambil gaji Barokallah @prabowo dan @sandiuno semoga amanah demi masa depan negara #2019PrabowoPresidenRI https://twitter.com/IsmanTengku/status/1117200671940288513Â â€¦,dlm sejarah indonesia presiden wakil presiden tidak ambil gaji serah pd negara dunia tidak ambil gaji barokallah @prabowo @sandiuno moga amanah negara #2019prabowopresidenri
positif,"@sandiuno @prabowo Yth. Pak Prabowo dan pak Sandy, hari hati kami ketika bapak berkomitmen tidak mengambil gaji jika terpilih nanti. Semoga Allah menjadikan Bapak Berdua pemimpin umat, pemimpin bangsa yg amanah, amiin",@sandiuno @prabowo yth prabowo sandy hati komitmen tidak ambil gaji pilih moga allah jadi dua pimpin umat pimpin bangsa amanah amiin
positif,"Kalau niatan mau memajukan pengembang lokal, itu bagus, Danai riset dan pengembangan Game mereka, bisa mulai dr game2 android, itu baru bisa mengembangkan ekonomi ( seperti Digital Happynes dgn dreadout ) atau Touchten dengan game2 androidnya, dan game2 mereka bkan game2 E Sport",niat maju kembang lokal bagus dana riset kembang game game2 android kembang ekonomi digital happynes dreadout touchten game2 androidnya game2 bkan game2 e sport
positif,"Allah SWT sdh begitu baik kpd prabowo sandi. Msyarakat indonesia telah memberi ruang seluas luasna Kami brkomitmen brdua utk kami tdk akan mengambil gaji serupiah pun jika kami mendptkan amanah ini. Kami akan mberikannya kpd negara, kaum yatim & kaum duafa. #TPSTusukPrabowoSandi",allah swt sdh kpd prabowo sandi msyarakat indonesia ruang luas luasna brkomitmen brdua tidak ambil gaji rupiah mendptkan amanah mberikannya kpd negara kaum yatim kaum duafa #tpstusukprabowosandi
negatif,Jokowi nanya ekonomi digital ga penting? Wadooowwwwww,jokowi nanya ekonomi digital nggak wadooowww
negatif,Pakta integritas wo Pulangkan Nb Brizik jd Menag Kilafah Bebaskan ulama kriminal #PrabowoketurunanKafirCinaMonster  Hpl psl 33 tp #WoUnoOrbaKuasaiLahanLuasSimpanDiPanamaSerakahGaNasionalis  Gaji gadiambil tp tunjangan Milyaran/bln diambil MUNAFIK #02menangRadikalOrbaAsengBerkuasa pic.twitter.com/8zd2lyAQIV,pakta integritas wo pulang nb brizik jd menag kilafah bebas ulama kriminal #prabowoketurunankafircinamonster hpl psl #wounoorbakuasailahanluassimpandipanamaserakahganasionalis gaji gadiambil tunjang milyaran bln ambil munafik #02menangradikalorbaasengberkuasa pic twitter com 8zd2lyaqiv
negatif,Berbanding terbalik sama faktanya bahwa Wowo sama Sandi menerima sumbangan dari rakyat untuk kampanye... Apa ga malu dengan komment mereka yg ga mau menerima gaji tapi untuk kampanye aja mereka mengharapkan sumbangan dari rakyat??,banding balik fakta wowo sandi terima sumbang rakyat kampanye nggak malu komment nggak terima gaji kampanye harap sumbang rakyat
positif,"Mereka cm minta kejelasan gaji mreka 4thn trkhr ke prabowo,karna sebagai pemilik perusahaan skrng,klo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti TKA,lebih parah lagi nantinyaa,makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa",cm jelas gaji mreka 4thn trkhr prabowo karna milik usaha klo usaha trsbt milik asingg dah pecat tu buruh ganti tka lebih parah nantinyaa makanyaa prabowo nyelametin usaha trsbt demi indonesiaaa
positif,"Cebong, cebong. Masalah pidato prabowo menyalahkan kita semua tentang arah ekonomi digoreng terus.  Koalisi adil makmur itu negarawan semua, pola pikirnya maju ke depan, klw memang ada yg salah dari dulu, ya harus diperbaiki, bukan diteruskan.",cebong cebong pidato prabowo salah arah ekonomi goreng koalisi adil makmur negarawan pola pikir maju klw salah ya baik bukan terus
netral,"Tutup Debat, Prabowo Sindir Jokowi Soal Dana Desa, Sandiaga Janji Tak AmbilÂ Gaji  https://www.merdeka.com/politik/tutup-debat-prabowo-sindir-jokowi-soal-dana-desa-sandiaga-janji-tak-ambil-gaji.htmlÂ â€¦ pic.twitter.com/4R0ldqqfBm",tutup debat prabowo sindir jokowi dana desa sandiaga janji tak ambil gaji pic twitter com 4r0ldqqfbm
negatif,Denger tuh pak jae..nanti gaji dari pak Prabowo dan Sandiaga gak akan diambil.. diserahkan kepada fakir miskin dan orang yang tidak mampu ... Gak kayak ente kekayaan nya nambah banyak....,denger tuh jae gaji prabowo sandiaga nggak ambil serah fakir miskin orang tidak nggak kayak ente kaya nambah
netral,"Prabowo-Sandi: Kami komit tidak mengambil gaji  ""Allah SWT begitu baik kepada Prabowo-Sandi, Indonesia, memberikan keleluasan kepada kami, kami komit tidak mengambil gaji, kami akan setorkan kepada negara,"" ~@sandiuno~   #TusukPrabowoSandi pic.twitter.com/fsTUsg4WKc",prabowo sandi komit tidak ambil gaji allah swt prabowo sandi indonesia luas komit tidak ambil gaji setor negara @sandiuno #tusukprabowosandi pic twitter com fstusg4wkc
netral,Jokowi Jagokan Kawasan Khusus Ekonomi Pariwisata  http://dlvr.it/R2mZW1Â  pic.twitter.com/LOrP3WIhsb,jokowi jago kawasan khusus ekonomi pariwisata pic twitter com lorp3wihsb
netral,"Jokowi Memantabkan Ekonomi, Prabowo Salahkan MasaÂ Lalu  https://kanalsatu.info/pilpres-2019/2019/04/14/jokowi-memantabkan-ekonomi-prabowo-salahkan-masa-lalu/Â â€¦ pic.twitter.com/EI9gtAxr5H",jokowi memantabkan ekonomi prabowo salah pic twitter com ei9gtaxr5h
negatif,"Beneran gk akan ambil gaji? Sumpah pocong dulu sblm berjanji, gmn?...ðŸ˜œ",beneran nggak ambil gaji sumpah pocong sblm janji gmn
negatif,"ga masuk otak lu, pak jokowi nanya ekonomi digital di bidang e sport perputaran uangnya besar hadiah e sport bisa di atas 1M lebih pemerintah mau memungut pajak dari situ.  kalo nonton debat itu perhatiin bos",nggak masuk otak lu jokowi nanya ekonomi digital bidang e sport putar uang hadiah e sport 1m lebih perintah mungut pajak situ kalo nonton debat perhatiin bos
negatif,Tema debat semalam itu tentang PEREKONOMIAN... kenapa paslon01 melenceng nanyain #Mobilelegend & #PUBG  Rakyat  butuh #hargasembakomurah #hargabbmmurah #listrikmurah. Bukan main game? Apa main game gratis? #KapalOlengJendral @prabowo @sandiuno #kuotamahal,tema debat malam ekonomi paslon01 lenceng nanyain #mobilelegend #pubg rakyat butuh #hargasembakomurah #hargabbmmurah #listrikmurah bukan main game main game gratis #kapalolengjendral @prabowo @sandiuno #kuotamahal
negatif,Siap2 inflasi ekonomi kalo semua bahan dimurahin ðŸ˜‚ dikira bahan2 dimurahin adalah jawaban yg tepat?,siap2 inflasi ekonomi kalo bahan dimurahin bahan2 dimurahin
negatif,"Gaji boleh ga diambil tp nanti semua perusahaan pribadi untungny berkali2 lipat, mau bikin ap di mudahin ala2 orba kali yah. Sekeluarga jadi kaya melintir.",gaji nggak ambil usaha pribadi untungny berkali2 lipat bikin ap mudahin ala2 orba kali yah keluarga kaya melintir
netral,Erizeli Jely Bandaro Admin Â· 9 hrs  Perbedaan sikap dalam debat ( kajian dari debat capres )  Apa yang dimaksud Jokowi dengan istilah makro? Makro itu adalah kebijakan Ekonomi makro atau makroekonomi yang meliat...  https://www.facebook.com/errysober/posts/2701942486487817Â â€¦,erizeli jely bandaro admin hrs beda sikap debat kaji debat capres jokowi istilah makro makro bijak ekonomi makro makroekonomi liat
negatif,"Dalam debat @jokowi --melakukan kesalahan fatal--  seharusnya @jokowi juga bilang bahwa harga listrik Indonesia adalah salah satu yg termurah di dunia, ingat bahwa yg nonton acara debat adalah juga rakyat yg wawasannya sedikit, mereka pasti simpati ke Sandi",debat @jokowi salah fatal @jokowi bilang harga listrik indonesia salah murah dunia nonton acara debat rakyat wawas simpati sandi
netral,Junjungannya tahu ekonomi makro main mobile legend deh #YourTurnBro,junjung ekonomi makro main mobile legend deh #yourturnbro
netral,"Gaji gk di ambil, tp yg di ambil uang negara dan masyarakat",gaji nggak ambil ambil uang negara masyarakat
negatif,#PrabowoSalahkanSBY  https://bit.ly/2UyAoiRÂ  Info Nih PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jgn salahkan Jokowi lagi ya   @sukangetweet @bocahsosmed @saaebunglon,#prabowosalahkansby info nih ps bilang debat ekonomi indonesia bukan salah @jokowi salah pemimpin2 jd gemar jgn salah jokowi ya @sukangetweet @bocahsosmed @saaebunglon
positif,"Pulang dr lihat penampilan bp @prabowo dan @sandiuno ,aduh senang banget, ndak ambil gaji gitu.. MasyaAlloh...",pulang lihat tampil bp @prabowo @sandiuno aduh senang banget ndak ambil gaji gitu masyaalloh
netral,Empat Kritik Prabowo soal Ekonomi Terhadap Jokowi di Debat Kelima  https://pilpres.tempo.co/read/1195553/empat-kritik-prabowo-soal-ekonomi-terhadap-jokowi-di-debat-kelima?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦,kritik prabowo ekonomi jokowi debat
positif,"betul bu, jadi salahin ibu2 yg pd males ngurus anak ya... bukan karena gak mampu secara ekonomi. berarti salah persepsi nih anies dan pak prabowo.",bu salahin ibu2 pd males ngurus anak ya bukan nggak ekonomi salah persepsi nih anies prabowo
positif,Closing Yang Cetar Membahana.ðŸ˜  Mau cari kerja gampang? Mau Pemerintahan bersih? Mau Harga-harga bahan pokok terjangkau? Mau Harga listrik turun? Mau BPJS diperbaiki? AYOK ke TPS = Tusuk Prabowo Sandi ðŸ‡²ðŸ‡¨ðŸ‘†ðŸ‘‡ #TusukPrabowoSandi @prabowo @sandiuno pic.twitter.com/44GjBatwVd,closing cetar bahana cari kerja gampang perintah bersih harga harga bahan pokok jangkau harga listrik turun bpjs baik ayok tps tusuk prabowo sandi #tusukprabowosandi @prabowo @sandiuno pic twitter com 44gjbatwvd
netral,Prabowo sandi pasangan militer dan ekonomi sesuai kebutuhan bangsa utk saat ini dan kedepannya  https://twitter.com/IndosiarID/status/1117003494597091330Â â€¦,prabowo sandi pasang militer ekonomi sesuai butuh bangsa depan
positif,"Info Nih Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. @sukangetweet @bocahsosmed @saaebunglon #PrabowoSalahkanSBY",info nih mantap pilih @jokowi paslon bahas ekonomi makro global paslon anak bayi nggak ngerti apa2 @sukangetweet @bocahsosmed @saaebunglon #prabowosalahkansby
positif,"Mksd p jkw bgs ingin mengembangkan ekonomi digital termasuk game Maksud p prbwo jg bgs ingin mngembngkn e sport, tapi fokus p prbowo ingin prbaiki dlu hal mndasar sperti pangan utk seluruh rakyat trmsuk para gamers, yg menikmati game kan hnya sglntir tp pangan utk smua rakyat",mksd p jkw bgs kembang ekonomi digital game maksud p prbwo bgs mngembngkn e sport fokus p prbowo prbaiki dlu mndasar sperti pangan rakyat trmsuk gamers nikmat game hnya sglntir pangan rakyat
positif,Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan pak @jokowi lagi ya krn bosmu udah bilang itu bukan salah @jokowi tapi #PrabowoSalahkanSBY . https://bit.ly/2UyAoiRÂ ,capres bilang debat ekonomi indonesia bukan salah @jokowi salah pemimpin2 jd gemar salah @jokowi ya bos udah bilang bukan salah @jokowi #prabowosalahkansby
negatif,"mau ngapain juga gaji yg cuma beberapa juta itu, tp kl tunjangan jabatan yg beratus2 juta pasti ambil yaaakan?",ngapain gaji juta kl tunjang jabat beratus2 juta ambil yaaakan
netral,Prabowo-Sandi Janji Tak Ambil Gaji Jika Terpilih  https://www.bbcaceh.com/2019/04/prabowo-sandi-janji-tak-ambil-gaji.htmlÂ â€¦,prabowo sandi janji tak ambil gaji pilih
positif,"Clossing Statement Prabowo-Sandi, Subhanallah... ~ Tidak akan ambil gaji serupiah-pun ~ Gaji akan diberikan kpd kaum dhuafa yatim piatu, Subhanallah  ~ Melaksanakan Pakta Integritas hasil itjima ulama, Masya Allah   Allahu Akbar ðŸ™ðŸ½âœŠðŸ‘†ðŸ» #BeraniPilih02 pic.twitter.com/YTghYRkIao",clossing statement prabowo sandi subhanallah tidak ambil gaji rupiah gaji kpd kaum dhuafa yatim piatu subhanallah laksana pakta integritas hasil itjima ulama masya allah allahu akbar #beranipilih02 pic twitter com ytghyrkiao
positif,"Yes, saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun! ðŸ‘‰ 17 April ke TPS kuy Tusuk Prabowo SandiðŸ‘Š #DebatFinalPilpres2019 #HoaxJkwMenangTotalDebat pic.twitter.com/7kOY5L4QtQ",yes pilih capres cawapres nggak ambil gaji rupiah april tps kuy tusuk prabowo sandi #debatfinalpilpres2019 #hoaxjkwmenangtotaldebat pic twitter com 7koy5l4qtq
positif,"Iya lah ga ambil gaji,yg ambilin ajudan nya.wkwkm",iya nggak ambil gaji ambilin ajudan wkwkm
netral,"Ekonomi Salah Arah, Prabowo Salahkan Presiden-Presiden Sebelum Jokowi #PrabowoSalahkanSBY https://www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/Â â€¦",ekonomi salah arah prabowo salah presiden presiden jokowi #prabowosalahkansby
